S.No.,Bidding Authority,REIA,Tender Capacity,Category,Type,Connectivity,RFS No.,RFS Date,RFS Financial Year,eRA,Financial Year,Company,Group Company,Won Capacity,Final Tariff,Initial Tariff,Status (e-RA/LOA/PPA/COD),Signed PPA Cap. (MW),Remarks,Bid Capacity,Bidding Result,Any Success
570,SJVN,Central REIA,1500,Hybrid,Hybrid,ISTS,SJVN/CC- Delhi/REIA/2023/Hybrid-1,1-Sep-23,FY 2024,20-Feb-24,FY 2024,Green Prairie Energy Pvt. Ltd. (Evergreen Renewables),Ever Renew,60,3.48,3.48,LoA Issued,,,60,Full Capacity Won,Yes
571,SJVN,Central REIA,1500,Hybrid,Hybrid,ISTS,SJVN/CC- Delhi/REIA/2023/Hybrid-1,1-Sep-23,FY 2024,20-Feb-24,FY 2024,Juniper,Juniper,150,3.43,3.43,LoA Issued,,,150,Full Capacity Won,Yes
572,SJVN,Central REIA,1500,Hybrid,Hybrid,ISTS,SJVN/CC- Delhi/REIA/2023/Hybrid-1,1-Sep-23,FY 2024,20-Feb-24,FY 2024,Energizent Power Private lImited,O2 Power,270,3.48,3.48,LoA Issued,,,270,Full Capacity Won,Yes
573,SJVN,Central REIA,1500,Hybrid,Hybrid,ISTS,SJVN/CC- Delhi/REIA/2023/Hybrid-1,1-Sep-23,FY 2024,20-Feb-24,FY 2024,Green Infra Winf Energy Limited,Sembcorp,440,3.48,3.48,LoA Issued,,,440,Full Capacity Won,Yes
565,NHPC,Central REIA,1500,Hybrid,Hybrid,ISTS,Tender ID: 2023_N HPC_778283_1,23-Oct-23,FY 2024,13-Feb-24,FY 2024,Avaada energy private limited,AVAADA,510,3.49,3.63,LoA Issued,,,750,Partial Capacity Won,Yes
566,NHPC,Central REIA,1500,Hybrid,Hybrid,ISTS,Tender ID: 2023_N HPC_778283_1,23-Oct-23,FY 2024,13-Feb-24,FY 2024,Juniper,Juniper,150,3.48,3.49,LoA Issued,,,150,Full Capacity Won,Yes
567,NHPC,Central REIA,1500,Hybrid,Hybrid,ISTS,Tender ID: 2023_N HPC_778283_1,23-Oct-23,FY 2024,13-Feb-24,FY 2024,Enerzentia - O2,O2 Power,300,3.49,3.52,PPA Signed,300,PPA Signed on 23-June-2025,300,Full Capacity Won,Yes
560,SJVN,Central REIA,1500,Solar,Solar,ISTS,SJVN/CC-Delhi/REIA/2023/Solar-1,31-Oct-23,FY 2024,9-Feb-24,FY 2024,Solarcraft,Bluepine,300,2.52,,PPA signed,300,,300,Full Capacity Won,Yes
561,SJVN,Central REIA,1500,Solar,Solar,ISTS,SJVN/CC-Delhi/REIA/2023/Solar-1,31-Oct-23,FY 2024,9-Feb-24,FY 2024,GRT Jwellers,GRT Jwellers,150,2.52,,PPA signed,150,,150,Full Capacity Won,Yes
562,SJVN,Central REIA,1500,Solar,Solar,ISTS,SJVN/CC-Delhi/REIA/2023/Solar-1,31-Oct-23,FY 2024,9-Feb-24,FY 2024,JSW Neo Energy,JSW,700,2.53,,PPA signed,700,,700,Full Capacity Won,Yes
563,SJVN,Central REIA,1500,Solar,Solar,ISTS,SJVN/CC-Delhi/REIA/2023/Solar-1,31-Oct-23,FY 2024,9-Feb-24,FY 2024,Furies Solren,Mahindra,300,2.53,,PPA signed,300,,300,Full Capacity Won,Yes
564,SJVN,Central REIA,1500,Solar,Solar,ISTS,SJVN/CC-Delhi/REIA/2023/Solar-1,31-Oct-23,FY 2024,9-Feb-24,FY 2024,NTPC REL,NTPC,700,2.54,,Capacity Surrendered,700,,700,Full Capacity Won,Yes
553,SECI,Central REIA,1350,Wind,Wind,ISTS,SECI-Wind-1350 MW-T-16,30-Nov-23,FY 2024,1-Feb-24,FY 2024,Datta power Infra Private Limited,Datta Power,60,3.98,3.98,PPA signed,60,,60,Full Capacity Won,Yes
554,SECI,Central REIA,1350,Wind,Wind,ISTS,SECI-Wind-1350 MW-T-16,30-Nov-23,FY 2024,1-Feb-24,FY 2024,JSW Neo Energy,JSW,350,3.61,3.61,PPA signed,350,,350,Full Capacity Won,Yes
555,SECI,Central REIA,1350,Wind,Wind,ISTS,SECI-Wind-1350 MW-T-16,30-Nov-23,FY 2024,1-Feb-24,FY 2024,JSW Neo Energy,JSW,250,3.68,3.68,PPA signed,250,,250,Full Capacity Won,Yes
556,SECI,Central REIA,1350,Wind,Wind,ISTS,SECI-Wind-1350 MW-T-16,30-Nov-23,FY 2024,1-Feb-24,FY 2024,Powerica Limited,Powerica,50,3.7,3.7,PPA signed,50,,50,Full Capacity Won,Yes
557,SECI,Central REIA,1350,Wind,Wind,ISTS,SECI-Wind-1350 MW-T-16,30-Nov-23,FY 2024,1-Feb-24,FY 2024,Torrent,Torrent,100,3.6,3.6,PPA signed,100,,100,Full Capacity Won,Yes
558,SECI,Central REIA,1350,Wind,Wind,ISTS,SECI-Wind-1350 MW-T-16,30-Nov-23,FY 2024,1-Feb-24,FY 2024,Wyndham Renewables Private Limited,Wyndham,100,3.88,3.88,PPA signed,100,,100,Full Capacity Won,Yes
559,SECI,Central REIA,1350,Wind,Wind,ISTS,SECI-Wind-1350 MW-T-16,30-Nov-23,FY 2024,1-Feb-24,FY 2024,Wyndham Renewables Private Limited,Wyndham,100,4.24,4.24,PPA signed,100,,100,Full Capacity Won,Yes
546,REMCL,State,750,RTC/FDRE,RTC,ISTS,REMCL 750 MW RTC with or without storage,29-Sep-23,FY 2024,30-Jan-24,FY 2024,Acme Cleantech solution private limited,Acme,100,4.37,4.37,PPA Signed,,,100,Full Capacity Won,Yes
547,REMCL,State,750,RTC/FDRE,RTC,ISTS,REMCL 750 MW RTC with or without storage,29-Sep-23,FY 2024,30-Jan-24,FY 2024,NTPC Renewable Energy,NTPC,200,4.37,4.37,PPA Signed,,,200,Full Capacity Won,Yes
548,REMCL,State,750,RTC/FDRE,RTC,ISTS,REMCL 750 MW RTC with or without storage,29-Sep-23,FY 2024,30-Jan-24,FY 2024,TEQ (O2 Power),O2 Power,100,4.37,4.37,PPA Signed,,,100,Full Capacity Won,Yes
549,REMCL,State,750,RTC/FDRE,RTC,ISTS,REMCL 750 MW RTC with or without storage,29-Sep-23,FY 2024,30-Jan-24,FY 2024,Renew Solar Power Private Limited,Renew,200,4.37,4.37,PPA Signed,,,200,Full Capacity Won,Yes
550,REMCL,State,750,RTC/FDRE,RTC,ISTS,REMCL 750 MW RTC with or without storage,29-Sep-23,FY 2024,30-Jan-24,FY 2024,Tata power renewable energy limited,Tata,50,4.43,4.43,Capacity Surrendered,,,100,Partial Capacity Won,Yes
551,REMCL,State,750,RTC/FDRE,RTC,ISTS,REMCL 750 MW RTC with or without storage,29-Sep-23,FY 2024,30-Jan-24,FY 2024,Torrent Power Limited,Torrent,100,4.25,4.25,PPA Signed,,,100,Full Capacity Won,Yes
552,REMCL,State,750,RTC/FDRE,RTC,ISTS,REMCL 750 MW RTC with or without storage,29-Sep-23,FY 2024,30-Jan-24,FY 2024,Hero,Hero,0,4.49,4.49,Not Applicable,,,100,Unsuccessful,No
543,GUVNL,State,500,Hybrid,Hybrid,GETCO Periphery,GUVNL-Hybrid-I,1-Nov-23,FY 2024,22-Jan-24,FY 2024,Juniper,Juniper,300,2.99,2.99,PPA Signed,,,300,Full Capacity Won,Yes
544,GUVNL,State,500,Hybrid,Hybrid,GETCO Periphery,GUVNL-Hybrid-I,1-Nov-23,FY 2024,22-Jan-24,FY 2024,KPI Green Energy,KP Energy,100,3.04,3.27,PPA Signed,,,100,Full Capacity Won,Yes
545,GUVNL,State,500,Hybrid,Hybrid,GETCO Periphery,GUVNL-Hybrid-I,1-Nov-23,FY 2024,22-Jan-24,FY 2024,Avaada,Avaada,0,3.59,3.59,Not Applicable,,,150,Unsuccessful,No
538,SECI,Central REIA,2000,Hybrid,Hybrid,ISTS,SECI-ISTS Hybrid Tranche-VII,23-Oct-23,FY 2024,9-Jan-24,FY 2024,Juniper,Juniper,150,3.21,3.52,PPA Signed,150,,150,Full Capacity Won,Yes
539,SECI,Central REIA,2000,Hybrid,Hybrid,ISTS,SECI-ISTS Hybrid Tranche-VII,23-Oct-23,FY 2024,9-Jan-24,FY 2024,NTPC,NTPC,300,3.15,3.15,PPA Signed,300,,300,Full Capacity Won,Yes
540,SECI,Central REIA,2000,Hybrid,Hybrid,ISTS,SECI-ISTS Hybrid Tranche-VII,23-Oct-23,FY 2024,9-Jan-24,FY 2024,Sembcorp,Sembcorp,450,3.21,3.55,PPA Signed,450,,450,Full Capacity Won,Yes
541,SECI,Central REIA,2000,Hybrid,Hybrid,ISTS,SECI-ISTS Hybrid Tranche-VII,23-Oct-23,FY 2024,9-Jan-24,FY 2024,Avaada Energy Pvt. Ltd.,AVAADA,0,3.37,3.37,Not Applicable,,,115,Unsuccessful,No
542,SECI,Central REIA,2000,Hybrid,Hybrid,ISTS,SECI-ISTS Hybrid Tranche-VII,23-Oct-23,FY 2024,9-Jan-24,FY 2024,Sprng Energy,Sprng,0,3.55,3.55,Not Applicable,,,250,Unsuccessful,No
533,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC/RE-CS/2023-24/Solar/BOO-9,6-Oct-23,FY 2024,4-Jan-24,FY 2024,Avaada Energy Pvt. Ltd.,AVAADA,500,2.65,2.71,PPA Signed,300,,500,Full Capacity Won,Yes
534,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC/RE-CS/2023-24/Solar/BOO-9,6-Oct-23,FY 2024,4-Jan-24,FY 2024,Apraava Energy [CLP],Apraava,300,2.65,2.7,PPA Signed,200,,300,Full Capacity Won,Yes
535,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC/RE-CS/2023-24/Solar/BOO-9,6-Oct-23,FY 2024,4-Jan-24,FY 2024,Renew,Renew,400,2.65,2.69,PPA Signed,200,,600,Partial Capacity Won,Yes
536,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC/RE-CS/2023-24/Solar/BOO-9,6-Oct-23,FY 2024,4-Jan-24,FY 2024,Anboto Solar [Solarpack],Solarpack,300,2.6,2.6,PPA Signed,200,,300,Full Capacity Won,Yes
537,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC/RE-CS/2023-24/Solar/BOO-9,6-Oct-23,FY 2024,4-Jan-24,FY 2024,Sprng,Sprng,0,2.74,2.74,Not Applicable,,,250,Unsuccessful,No
528,NTPC,Central REIA,1500,Hybrid,Hybrid,ISTS,NTPC/RE-CS/2023-24/HYBRID/BOO-8,26-Sep-23,FY 2024,27-Dec-23,FY 2024,ACME,Acme,300,3.36,3.69,PPA Signed,300,,300,Full Capacity Won,Yes
529,NTPC,Central REIA,1500,Hybrid,Hybrid,ISTS,NTPC/RE-CS/2023-24/HYBRID/BOO-8,26-Sep-23,FY 2024,27-Dec-23,FY 2024,Juniper,Juniper,230,3.36,3.52,PPA Signed,230,,230,Full Capacity Won,Yes
530,NTPC,Central REIA,1500,Hybrid,Hybrid,ISTS,NTPC/RE-CS/2023-24/HYBRID/BOO-8,26-Sep-23,FY 2024,27-Dec-23,FY 2024,Solalite Power [O2],O2 Power,300,3.35,3.56,PPA Signed,300,,300,Full Capacity Won,Yes
531,NTPC,Central REIA,1500,Hybrid,Hybrid,ISTS,NTPC/RE-CS/2023-24/HYBRID/BOO-8,26-Sep-23,FY 2024,27-Dec-23,FY 2024,Sprng,Sprng,250,3.35,3.55,PPA Signed,250,,250,Full Capacity Won,Yes
532,NTPC,Central REIA,1500,Hybrid,Hybrid,ISTS,NTPC/RE-CS/2023-24/HYBRID/BOO-8,26-Sep-23,FY 2024,27-Dec-23,FY 2024,Avaada,AVAADA,0,3.37,3.69,Not Applicable,,,300,Unsuccessful,No
521,GUVNL,State,500,Solar,Solar,STU,GUVNL-Solar-Ph.22,6-Nov-23,FY 2024,26-Dec-23,FY 2024,Avaada Energy Pvt. Ltd.,AVAADA,200,2.64,,PPA Signed,,,200,Full Capacity Won,Yes
522,GUVNL,State,500,Solar,Solar,STU,GUVNL-Solar-Ph.22,6-Nov-23,FY 2024,26-Dec-23,FY 2024,Bluepine,Bluepine,50,2.64,,PPA Signed,,,50,Full Capacity Won,Yes
523,GUVNL,State,500,Solar,Solar,STU,GUVNL-Solar-Ph.22,6-Nov-23,FY 2024,26-Dec-23,FY 2024,Hinduja Renewables,Hinduja,280,2.635,,PPA Signed,,,280,Full Capacity Won,Yes
524,GUVNL,State,500,Solar,Solar,STU,GUVNL-Solar-Ph.22,6-Nov-23,FY 2024,26-Dec-23,FY 2024,SJVN,SJVN,200,2.63,,PPA Signed,,,200,Full Capacity Won,Yes
525,GUVNL,State,500,Solar,Solar,STU,GUVNL-Solar-Ph.22,6-Nov-23,FY 2024,26-Dec-23,FY 2024,Sprng,Sprng,0,2.66,2.79,Not Applicable,,,150,Unsuccessful,No
526,GUVNL,State,500,Solar,Solar,STU,GUVNL-Solar-Ph.22,6-Nov-23,FY 2024,26-Dec-23,FY 2024,Mahindra Susten,Mahindra,0,2.67,2.75,Not Applicable,,,100,Unsuccessful,No
527,GUVNL,State,500,Solar,Solar,STU,GUVNL-Solar-Ph.22,6-Nov-23,FY 2024,26-Dec-23,FY 2024,Juniper,Juniper,0,2.79,2.79,Not Applicable,,,40,Unsuccessful,No
514,SECI,Central REIA,1000,Solar,Solar,ISTS,SECI-Solar-ISTS - XII,13-Oct-23,FY 2024,20-Dec-23,FY 2024,Avaada Energy Pvt. Ltd.,AVAADA,300,2.52,2.75,PPA Signed,300,,300,Full Capacity Won,Yes
515,SECI,Central REIA,1000,Solar,Solar,ISTS,SECI-Solar-ISTS - XII,13-Oct-23,FY 2024,20-Dec-23,FY 2024,Solar Craft [Bluepine],Bluepine,150,2.53,2.69,PPA Signed,150,,300,Partial Capacity Won,Yes
516,SECI,Central REIA,1000,Solar,Solar,ISTS,SECI-Solar-ISTS - XII,13-Oct-23,FY 2024,20-Dec-23,FY 2024,Renew,Renew,300,2.52,2.65,PPA Signed,300,,300,Full Capacity Won,Yes
517,SECI,Central REIA,1000,Solar,Solar,ISTS,SECI-Solar-ISTS - XII,13-Oct-23,FY 2024,20-Dec-23,FY 2024,Sprng,Sprng,250,2.52,2.72,PPA Signed,250,,250,Full Capacity Won,Yes
518,SECI,Central REIA,1000,Solar,Solar,ISTS,SECI-Solar-ISTS - XII,13-Oct-23,FY 2024,20-Dec-23,FY 2024,Apraava,Apraava,0,2.53,2.7,Not Applicable,,,300,Unsuccessful,No
519,SECI,Central REIA,1000,Solar,Solar,ISTS,SECI-Solar-ISTS - XII,13-Oct-23,FY 2024,20-Dec-23,FY 2024,SJVN,SJVN,0,2.53,2.65,Not Applicable,,,200,Unsuccessful,No
520,SECI,Central REIA,1000,Solar,Solar,ISTS,SECI-Solar-ISTS - XII,13-Oct-23,FY 2024,20-Dec-23,FY 2024,NTPC,NTPC,0,2.56,2.67,Not Applicable,,,300,Unsuccessful,No
512,REC-DVC,State,100,Wind,Wind,ISTS,RECPDCL - DVC 100 MW Wind,31-Jul-23,FY 2024,17-Nov-23,FY 2024,Avaada energy private limited,AVAADA,50,3.59,,PPA Signed,,,50,Full Capacity Won,Yes
513,REC-DVC,State,100,Wind,Wind,ISTS,RECPDCL - DVC 100 MW Wind,31-Jul-23,FY 2024,17-Nov-23,FY 2024,Juniper,Juniper,50,3.59,,PPA Signed,,,50,Full Capacity Won,Yes
503,SJVN,Central REIA,1500,RTC/FDRE,FDRE,ISTS,SJVN-FDRE-1,31-Aug-23,FY 2024,7-Nov-23,FY 2024,ACME Cleantech Solutions Private Limited,ACME,250,4.38,4.38,PPA Signed,250,,250,Full Capacity Won,Yes
504,SJVN,Central REIA,1500,RTC/FDRE,FDRE,ISTS,SJVN-FDRE-1,31-Aug-23,FY 2024,7-Nov-23,FY 2024,Solarcraft power  XVI Private Limited,Bluepine,150,4.39,4.39,PPA Signed,150,,150,Full Capacity Won,Yes
505,SJVN,Central REIA,1500,RTC/FDRE,FDRE,ISTS,SJVN-FDRE-1,31-Aug-23,FY 2024,7-Nov-23,FY 2024,Hero Solar Energy,Hero,120,4.39,4.39,PPA Signed,120,,120,Full Capacity Won,Yes
506,SJVN,Central REIA,1500,RTC/FDRE,FDRE,ISTS,SJVN-FDRE-1,31-Aug-23,FY 2024,7-Nov-23,FY 2024,Juniper Green Energy Private Limited,Juniper,200,4.38,4.38,PPA Signed,200,,200,Full Capacity Won,Yes
507,SJVN,Central REIA,1500,RTC/FDRE,FDRE,ISTS,SJVN-FDRE-1,31-Aug-23,FY 2024,7-Nov-23,FY 2024,TEQ Green Power XVI Private Limited,O2 Power,80,4.39,4.39,PPA Signed,80,,80,Full Capacity Won,Yes
508,SJVN,Central REIA,1500,RTC/FDRE,FDRE,ISTS,SJVN-FDRE-1,31-Aug-23,FY 2024,7-Nov-23,FY 2024,Renew Solar Power Private Limited,Renew,184,4.39,4.39,PPA Signed,184,,300,Partial Capacity Won,Yes
509,SJVN,Central REIA,1500,RTC/FDRE,FDRE,ISTS,SJVN-FDRE-1,31-Aug-23,FY 2024,7-Nov-23,FY 2024,TATA Power Renewable Private Limited,Tata,200,4.38,4.38,PPA Signed,200,,200,Full Capacity Won,Yes
510,SJVN,Central REIA,1500,RTC/FDRE,FDRE,ISTS,SJVN-FDRE-1,31-Aug-23,FY 2024,7-Nov-23,FY 2024,BN Hybrid Power,BN Hybrid Power,0,4.4,4.4,Not Applicable,,,130,Unsuccessful,No
511,SJVN,Central REIA,1500,RTC/FDRE,FDRE,ISTS,SJVN-FDRE-1,31-Aug-23,FY 2024,7-Nov-23,FY 2024,First Energy,First Energy,0,4.46,4.46,Not Applicable,,,50,Unsuccessful,No
487,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,Avaada Energy Pvt. Ltd.,AVAADA,1000,2.53,2.77,PPA Signed,1000,,1000,Full Capacity Won,Yes
488,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,Apraava Energy (CLP),Apraava,250,2.53,2.75,PPA Signed,250,,250,Full Capacity Won,Yes
489,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,SolaireDirect Energy Pvt. Ltd.,Engie,250,2.52,2.64,PPA Signed,250,,250,Full Capacity Won,Yes
490,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,Hinduja Renewables,Hinduja,250,2.53,2.77,PPA Signed,250,,490,Partial Capacity Won,Yes
491,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,Jakson Ltd.,Jakson,400,2.53,2.7,PPA Signed,400,,400,Full Capacity Won,Yes
492,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,Hazel Hybren Private Limited [Mahindra Susten],Mahindra,300,2.53,2.77,PPA Signed,300,,300,Full Capacity Won,Yes
493,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,Green Infra Wind Energy Limited [SEMBCORP],Sembcorp,300,2.53,2.78,PPA Signed,300,,300,Full Capacity Won,Yes
494,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,NTPC,NTPC,0,2.54,2.85,Not Applicable,,,660,Unsuccessful,No
495,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,ReNew Solar,Renew,0,2.56,2.79,Not Applicable,,,600,Unsuccessful,No
496,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,SolarCraft Power India vt. Ltd. [Bluepine],Bluepine,0,2.57,2.89,Not Applicable,,,300,Unsuccessful,No
497,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,ENERGIZENT Power Pvt. Ltd. [O2],O2 Power,0,2.58,2.76,Not Applicable,,,600,Unsuccessful,No
498,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,Eden Renewables,Eden,0,2.73,2.74,Not Applicable,,,300,Unsuccessful,No
499,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,Juniper Green ,Juniper,0,2.78,2.79,Not Applicable,,,150,Unsuccessful,No
500,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,Suryatej Renewables [UPC],UPC,0,2.79,2.79,Not Applicable,,,300,Unsuccessful,No
501,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,TATA Renewable,Tata,0,,2.96,Not Applicable,,,600,Unsuccessful,No
502,NHPC,Central REIA,3000,Solar,Solar,ISTS,NHPC- 3 GW- Solar-ISTS 2,19-Jun-23,FY 2024,6-Nov-23,FY 2024,Sprng Energy Pvt. Ltd.,Sprng,250,2.53,2.74,PPA Signed,250,,250,Full Capacity Won,Yes
480,HPPC,State,500,Solar,Solar,STU,"500 MW SOLAR POWER, Max 10 MW to single bidder",17-Apr-23,FY 2024,29-Sep-23,FY 2024,Adarshbadli construction private limited,Adarshbadli construction private limited,10,3.37,,Tender Cancelled,,,10,Full Capacity Won,Yes
481,HPPC,State,500,Solar,Solar,STU,"500 MW SOLAR POWER, Max 10 MW to single bidder",17-Apr-23,FY 2024,29-Sep-23,FY 2024,Avaada Energy private limited,AVAADA,10,3.37,,Tender Cancelled,,,10,Full Capacity Won,Yes
482,HPPC,State,500,Solar,Solar,STU,"500 MW SOLAR POWER, Max 10 MW to single bidder",17-Apr-23,FY 2024,29-Sep-23,FY 2024,EKI energy service limited,EKI,10,3.37,,Tender Cancelled,,,10,Full Capacity Won,Yes
483,HPPC,State,500,Solar,Solar,STU,"500 MW SOLAR POWER, Max 10 MW to single bidder",17-Apr-23,FY 2024,29-Sep-23,FY 2024,Ganesh Electricales private limited,Ganesh Electricales private limited,10,3.37,,Tender Cancelled,,,10,Full Capacity Won,Yes
484,HPPC,State,500,Solar,Solar,STU,"500 MW SOLAR POWER, Max 10 MW to single bidder",17-Apr-23,FY 2024,29-Sep-23,FY 2024,MPCl industries limited,MPCl industries limited,10,3.37,,Tender Cancelled,,,10,Full Capacity Won,Yes
485,HPPC,State,500,Solar,Solar,STU,"500 MW SOLAR POWER, Max 10 MW to single bidder",17-Apr-23,FY 2024,29-Sep-23,FY 2024,Roopram Educare private limited,Roopram Educare private limited,10,3.37,,Tender Cancelled,,,10,Full Capacity Won,Yes
486,HPPC,State,500,Solar,Solar,STU,"500 MW SOLAR POWER, Max 10 MW to single bidder",17-Apr-23,FY 2024,29-Sep-23,FY 2024,SaI GR Impex Private limited,SaI GR Impex Private limited,10,3.37,,Tender Cancelled,,,10,Full Capacity Won,Yes
477,TPCL,State,225,Hybrid,Hybrid,ISTS,TPCL Wind + Hybrid,26-Jun-23,FY 2024,5-Sep-23,FY 2024,Juniper Green Energy Private Limited,Juniper,150,3.27,3.7,PPA Signed,,,150,Full Capacity Won,Yes
478,TPCL,State,225,Hybrid,Hybrid,ISTS,TPCL Wind + Hybrid,26-Jun-23,FY 2024,5-Sep-23,FY 2024,Tata power renewable energy limited,Tata,300,3.275,3.69,PPA Signed,,,450,Partial Capacity Won,Yes
479,TPCL,State,225,Hybrid,Hybrid,ISTS,TPCL Wind + Hybrid,26-Jun-23,FY 2024,5-Sep-23,FY 2024,Avaada,AVAADA,0,3.58,3.62,Not Applicable,,,150,Unsuccessful,No
467,SECI,Central REIA,2000,Solar,Solar,ISTS,ISTS - XI,31-Mar-23,FY 2023,21-Jul-23,FY 2024,Avaada Energy Pvt. Ltd.,AVAADA,200,2.61,2.79,PPA signed,200,,500,Partial Capacity Won,Yes
468,SECI,Central REIA,2000,Solar,Solar,ISTS,ISTS - XI,31-Mar-23,FY 2023,21-Jul-23,FY 2024,Eden,Eden,300,2.6,2.64,PPA signed,300,,300,Full Capacity Won,Yes
469,SECI,Central REIA,2000,Solar,Solar,ISTS,ISTS - XI,31-Mar-23,FY 2023,21-Jul-23,FY 2024,Jakson,Jakson,200,2.6,2.78,PPA signed,200,,200,Full Capacity Won,Yes
470,SECI,Central REIA,2000,Solar,Solar,ISTS,ISTS - XI,31-Mar-23,FY 2023,21-Jul-23,FY 2024,ReNew,Renew,600,2.6,2.74,PPA signed,600,,600,Full Capacity Won,Yes
471,SECI,Central REIA,2000,Solar,Solar,ISTS,ISTS - XI,31-Mar-23,FY 2023,21-Jul-23,FY 2024,Shiva Corporation,Shiva Corp,100,2.6,2.78,PPA signed,100,,100,Full Capacity Won,Yes
472,SECI,Central REIA,2000,Solar,Solar,ISTS,ISTS - XI,31-Mar-23,FY 2023,21-Jul-23,FY 2024,SAEL,SAEL,600,2.6,2.72,PPA signed,600,,600,Full Capacity Won,Yes
473,SECI,Central REIA,2000,Solar,Solar,ISTS,ISTS - XI,31-Mar-23,FY 2023,21-Jul-23,FY 2024,O2 Power,O2 Power,0,2.62,2.78,Not Applicable,,,300,Unsuccessful,No
474,SECI,Central REIA,2000,Solar,Solar,ISTS,ISTS - XI,31-Mar-23,FY 2023,21-Jul-23,FY 2024,Apraav Energy [CLP],Apraava,0,2.62,2.69,Not Applicable,,,300,Unsuccessful,No
475,SECI,Central REIA,2000,Solar,Solar,ISTS,ISTS - XI,31-Mar-23,FY 2023,21-Jul-23,FY 2024,Solarcraft [Bluepine],Bluepine,0,2.62,2.81,Not Applicable,,,300,Unsuccessful,No
476,SECI,Central REIA,2000,Solar,Solar,ISTS,ISTS - XI,31-Mar-23,FY 2023,21-Jul-23,FY 2024,Juniper,Juniper,0,2.89,2.89,Not Applicable,,,150,Unsuccessful,No
461,GUVNL,State,800,Solar,Solar,Khavda,GUVNL-Khavada Solar Park Solar Ph.17,20-May-23,FY 2024,1-Jul-23,FY 2024,KPI,KP Energy,200,2.7,2.95,PPA Signed,,,200,Full Capacity Won,Yes
462,GUVNL,State,800,Solar,Solar,Khavda,GUVNL-Khavada Solar Park Solar Ph.17,20-May-23,FY 2024,1-Jul-23,FY 2024,NLC,NLC,600,2.71,2.96,PPA Signed,,,600,Full Capacity Won,Yes
463,GUVNL,State,800,Solar,Solar,Khavda,GUVNL-Khavada Solar Park Solar Ph.17,20-May-23,FY 2024,1-Jul-23,FY 2024,SAEL,SAEL,800,2.71,2.82,PPA Signed,,,800,Full Capacity Won,Yes
464,GUVNL,State,800,Solar,Solar,Khavda,GUVNL-Khavada Solar Park Solar Ph.17,20-May-23,FY 2024,1-Jul-23,FY 2024,NTPC,NTPC,0,2.72,2.98,Not Applicable,,,300,Unsuccessful,No
465,GUVNL,State,800,Solar,Solar,Khavda,GUVNL-Khavada Solar Park Solar Ph.17,20-May-23,FY 2024,1-Jul-23,FY 2024,SJVN,SJVN,0,2.81,2.95,Not Applicable,,,300,Unsuccessful,No
